AssessmentSubtest,Common,Common
AssessmentSubtestAssessmentItem,Assessments,Assessments
AssessmentSubtestCompetencyDefinition,Assessments,Assessments
AssessmentSubtestEldevelopmentalDomain,Assessments,Assessments
AssessmentSubtestItem,Assessments,Assessments
AssessmentSubtestLevelsForWhichDesigned,Assessments,Assessments
BuildingSpace,Facilities,Facilities
BuildingSpaceUtilization,Facilities,Facilities
BuildingSystemCategory,Facilities,Facilities
BuildingSystemComponent,Facilities,Facilities
BuildingSystemComponentService,Facilities,Facilities
Classroom,Common,Common
CompetencyDefAssociation,Competencies,Competencies
CompetencyDefEducationLevel,Competencies,Competencies
CompetencyDefinition,Common,Common
CompetencyDefinitionCompetencySet,Competencies,Competencies
CompetencyFramework,Common,Common
CompetencySet,Common,Common
CompetencySetRubric,Competencies,Competencies
CompetencySetRubricCriterion,Competencies,Competencies
CoreKnowledgeArea,Common,Common
Course,Common,Common
CourseSection,Common,Common
CourseSectionAssessmentReporting,Common,Common
CourseSectionLevel,Common,Common
CourseSectionLocation,Common,Common
CourseSectionSchedule,Common,Common
CredentialAward,Common,Common
CredentialAwardCredit,Credentials,Credentials
CredentialAwardEvidence,Common,Common
CredentialCriteriaCourse,Credentials,Credentials
CredentialDefAgent,Credentials,Credentials
CredentialDefAgentCredential,Credentials,Credentials
CredentialDefCategory,Credentials,Credentials
CredentialDefCriterion,Credentials,Credentials
CredentialDefIdentifier,Credentials,Credentials
CredentialDefinition,Common,Common
CredentialIssuer,Common,Common
CredentialOffered,Credentials,Credentials
CteCourse,CTE,CTE
CteStudentAcademicRecord,CTE,CTE
DataCollection,Common,Common
EarlyChildhoodCredential,EarlyLearning,EarlyLearning
EarlyChildhoodProgramTypeOffered,EarlyLearning,EarlyLearning
ElchildDemographic,Common,Common
ElchildDevelopmentalAssessment,Common,Common
ElchildHealth,Common,Common
ElchildIndividualizedProgram,Common,Common
ElchildOutcomeSummary,Common,Common
ElchildProgramEligibility,Common,Common
ElchildService,Common,Common
ElchildServicesApplication,Common,Common
ElchildTransitionPlan,Common,Common
ElclassSection,Common,Common
ElclassSectionService,Common,Common
Elenrollment,Common,Common
ElenrollmentOtherFunding,Common,Common
ElfacilityLicensing,Common,Common
EligibilityEvaluation,Common,Common
Elorganization,Common,Common
ElorganizationAvailability,Common,Common
ElorganizationFund,Common,Common
ElorganizationMonitoring,Common,Common
ElprogramLicensing,Common,Common
ElqualityInitiative,Common,Common
ElqualityRatingImprovement,Common,Common
ElservicePartner,Common,Common
Elstaff,Common,Common
ElstaffAssignment,Common,Common
ElstaffEducation,Common,Common
ElstaffEmployment,Common,Common
Facility,Facilities,Facilities
FacilityAudit,Facilities,Facilities
FacilityCompliance,Facilities,Facilities
FacilityDesign,Facilities,Facilities
FacilityDesignConstruction,Facilities,Facilities
FacilityEnergy,Facilities,Facilities
FacilityFinance,Facilities,Facilities
FacilityFinancial,Facilities,Facilities
FacilityHazard,Facilities,Facilities
FacilityJointUse,Facilities,Facilities
FacilityLease,Facilities,Facilities
FacilityLocation,Facilities,Facilities
FacilityManagement,Facilities,Facilities
FacilityManagementPlan,Facilities,Facilities
FacilityMandate,Facilities,Facilities
FacilityMortgage,Facilities,Facilities
FacilityMortgageFee,Facilities,Facilities
FacilityRelationship,Facilities,Facilities
FacilitySchoolDesign,Facilities,Facilities
FacilitySite,Facilities,Facilities
FacilityUtilization,Facilities,Facilities
FinancialAccount,Common,Common
FinancialAccountProgram,Common,Common
FinancialAidApplication,Common,Common
FinancialAidAward,Common,Common
Goal,Common,Common
GoalMeasurement,Assessments,Assessments
GoalMeasurementCriterion,Assessments,Assessments
GoalPerformance,Common,Common
IdeaeligibilityEvaluationCategory,Common,Common
Idsversion,Common,Common
Iepauthorization,Common,Common
IepauthorizationRejected,Common,Common
IeppresentLevel,Common,Common
Incident,Common,Common
IncidentPerson,Common,Common
IndividualizedProgram,Common,Common
IndividualizedProgramAccommodation,Common,Common
IndividualizedProgramAccommodationSubject,Common,Common
IndividualizedProgramAmendment,Common,Common
IndividualizedProgramAssessment,Common,Common
IndividualizedProgramAssessmentAccommodation,Common,Common
IndividualizedProgramEligibility,Common,Common
IndividualizedProgramEligibilityEvaluation,Common,Common
IndividualizedProgramGoal,Common,Common
IndividualizedProgramMeeting,Common,Common
IndividualizedProgramMeetingAttendee,Common,Common
IndividualizedProgramProgressGoal,Common,Common
IndividualizedProgramProgressReport,Common,Common
IndividualizedProgramProgressReportPlan,Common,Common
IndividualizedProgramService,Common,Common
IndividualizedProgramServicesReceived,Common,Common
Ipedsfinance,Common,Common
K12charterSchoolAuthorizerAgency,K12,K12
K12charterSchoolManagementOrganization,K12,K12
K12course,K12,K12
K12federalFundAllocation,K12,K12
K12lea,K12,K12
K12leaFederalFund,K12,K12
K12leaFederalReporting,K12,K12
K12leaGradeLevelsApproved,K12,K12
K12leaGradeOffered,K12,K12
K12leaPreKeligibility,K12,K12
K12leaPreKeligibleAgesIdea,K12,K12
K12leaSafeDrugFree,K12,K12
K12leaTitleIiiprofessionalDevelopment,K12,K12
K12leaTitleIsupportService,K12,K12
K12organizationStudentResponsibility,K12,K12
K12programOrService,K12,K12
K12school,K12,K12
K12schoolCorrectiveAction,K12,K12
K12schoolGradeLevelsApproved,K12,K12
K12schoolGradeOffered,K12,K12
K12schoolImprovement,K12,K12
K12schoolIndicatorStatus,K12,K12
K12schoolStatus,K12,K12
K12sea,K12,K12
K12seaAlternateFundUse,K12,K12
K12seaFederalFund,K12,K12
K12staffAssignment,Common,Common
K12staffEmployment,K12,K12
K12studentAcademicHonor,K12,K12
K12studentAcademicRecord,K12,K12
K12studentActivity,K12,K12
K12studentCohort,K12,K12
K12studentCourseSection,Common,Common
K12studentCourseSectionMark,K12,K12
K12studentDiscipline,K12,K12
K12studentEmployment,K12,K12
K12studentEnrollment,K12,K12
K12studentGraduationPlan,K12,K12
K12studentHomeLanguageSurvey,K12,K12
K12studentLiteracyAssessment,K12,K12
K12studentSession,K12,K12
K12titleIiilanguageInstruction,K12,K12
LearnerAction,Assessments,Assessments
LearnerActivity,Assessments,Assessments
LearnerActivityLearningResource,Assessments,Assessments
LearningResource,Common,Common
LearningResourceAdaptation,LearningResources,LearningResources
LearningResourceEducationLevel,LearningResources,LearningResources
LearningResourceMediaFeature,LearningResources,LearningResources
LearningResourcePeerRating,LearningResources,LearningResources
LearningResourcePhysicalMedia,LearningResources,LearningResources
LearningResourcePhysicalMedium,LearningResources,LearningResources
Location,Common,Common
LocationAddress,Common,Common
OrganizationAccreditation,Common,Common
OrganizationCalendar,Common,Common
OrganizationCalendarCrisis,Common,Common
OrganizationCalendarDay,Common,Common
OrganizationCalendarEvent,Common,Common
OrganizationCalendarSession,Common,Common
OrganizationDetail,Common,Common
OrganizationEmail,Common,Common
OrganizationEmployeeBenefit,Common,Common
OrganizationFederalAccountability,Common,Common
OrganizationFinancial,Common,Common
OrganizationIdentifier,Common,Common
OrganizationImage,Common,Common
OrganizationIndicator,Common,Common
OrganizationLocation,Common,Common
OrganizationOperationalStatus,Common,Common
OrganizationPersonRoleApplication,Common,Common
OrganizationPersonRoleFte,Common,Common
OrganizationPersonRoleRelationship,Common,Common
OrganizationPolicy,Common,Common
OrganizationPopulationServed,Common,Common
OrganizationProgramType,Common,Common
OrganizationRelationship,Common,Common
OrganizationService,Common,Common
OrganizationTechnicalAssistance,Common,Common
OrganizationTelephone,Common,Common
OrganizationWebsite,Common,Common
PdactivityEducationLevel,Common,Common
PeerRatingSystem,LearningResources,LearningResources
PersonAddress,Common,Common
PersonAddressNcesSide,Common,Common
PersonAllergy,Common,Common
PersonAssessmentPersonalNeedsProfile,Common,Common
PersonBirthplace,Common,Common
PersonCareerEducationPlan,Common,Common
PersonCredential,Common,Common
PersonDegreeOrCertificate,Common,Common
PersonDemographicRace,Common,Common
PersonDetail,Common,Common
PersonDigitalAccess,Common,Common
PersonDigitalAccessSpeed,Common,Common
PersonDisability,Common,Common
PersonEmailAddress,Common,Common
PersonFamily,Common,Common
PersonHealth,Common,Common
PersonHealthBirth,Common,Common
PersonHomelessness,Common,Common
PersonIdentifier,Common,Common
PersonImmunization,Common,Common
PersonLanguage,Common,Common
PersonLearningDevice,Common,Common
PersonMaster,Common,Common
PersonMilitary,Common,Common
PersonOtherName,Common,Common
PersonPersonalInformationVerification,Common,Common
PersonProgramParticipation,Common,Common
PersonReferral,Common,Common
PersonRelationship,Common,Common
PersonStatus,Common,Common
PersonTelephone,Common,Common
ProfessionalDevelopmentActivity,Common,Common
ProfessionalDevelopmentRequirement,Common,Common
ProfessionalDevelopmentSession,Common,Common
ProfessionalDevelopmentSessionInstructor,Common,Common
Program,Common,Common
ProgramParticipationAe,Common,Common
ProgramParticipationAttainment,Common,Common
ProgramParticipationCte,CTE,CTE
ProgramParticipationFoodService,Common,Common
ProgramParticipationMigrant,Common,Common
ProgramParticipationNeglected,Common,Common
ProgramParticipationSpecialEducation,Common,Common
ProgramParticipationTeacherPrep,Common,Common
ProgramParticipationTitleI,Common,Common
ProgramParticipationTitleIiilep,Common,Common
ProgramParticipationWioa,Common,Common
ProgramParticipationWioabarrier,Common,Common
PsCourse,Postsecondary,Postsecondary
PsInstitution,Postsecondary,Postsecondary
PsPriceOfAttendance,Postsecondary,Postsecondary
PsProgram,Postsecondary,Postsecondary
PsSection,Postsecondary,Postsecondary
PsSectionLocation,Postsecondary,Postsecondary
PsStaffEmployment,Postsecondary,Postsecondary
PsStudentAcademicAward,Postsecondary,Postsecondary
PsStudentAcademicRecord,Postsecondary,Postsecondary
PsStudentAdmissionTest,Postsecondary,Postsecondary
PsStudentApplication,Postsecondary,Postsecondary
PsStudentCohort,Postsecondary,Postsecondary
PsStudentCourseSectionMark,Postsecondary,Postsecondary
PsStudentDemographic,Postsecondary,Postsecondary
PsStudentEmployment,Postsecondary,Postsecondary
PsStudentEnrollment,Postsecondary,Postsecondary
PsStudentFinancialAid,Postsecondary,Postsecondary
PsstudentProgram,Postsecondary,Postsecondary
PsStudentSection,Postsecondary,Postsecondary
QuarterlyEmploymentRecord,Common,Common
RecordStatus,Common,Common
RecordStatusHistory,Common,Common
RefAbsentAttendanceCategory,Common,Common
RefAcademicAwardLevel,Common,Common
RefAcademicAwardPrerequisiteType,Common,Common
RefAcademicHonorType,Common,Common
RefAcademicRank,Common,Common
RefAcademicSubject,Common,Common
RefAcademicTermDesignator,Common,Common
RefAccommodationsNeededType,Common,Common
RefAccommodationType,Common,Common
RefAccreditationAgency,Common,Common
RefActivityRecognitionType,Common,Common
RefActivityTimeMeasurementType,Common,Common
RefAdditionalCreditType,Common,Common
RefAdditionalTargetedSupportAndImprovementStatus,Common,Common
RefAddressType,Common,Common
RefAdministrativeFundingControl,Common,Common
RefAdmissionConsiderationLevel,Common,Common
RefAdmissionConsiderationType,Common,Common
RefAdmittedStudent,Common,Common
RefAdultEducationProgramExitReason,Common,Common
RefAdvancedPlacementCourseCode,Common,Common
RefAeCertificationType,Common,Common
RefAeFunctioningLevelAtIntake,Common,Common
RefAeFunctioningLevelAtPosttest,Common,Common
RefAeInstructionalProgramType,Common,Common
RefAePostsecondaryTransitionAction,Common,Common
RefAeSpecialProgramType,Common,Common
RefAeStaffClassification,AdultEducation,AdultEducation
RefAeStaffEmploymentStatus,AdultEducation,AdultEducation
RefAllergySeverity,Common,Common
RefAllergyType,Common,Common
RefAlternateFundUse,Financial,
RefAlternativeSchoolFocus,Common,Common
RefAltRouteToCertificationOrLicensure,Common,Common
RefAmaoAttainmentStatus,Common,Common
RefApipInteractionType,Common,Common
RefAssessmentAccommodationCategory,Common,Common
RefAssessmentAssetIdentifierType,Assessments,Assessments
RefAssessmentAssetType,Assessments,Assessments
RefAssessmentEldevelopmentalDomain,Assessments,Assessments
RefAssessmentFormSectionIdentificationSystem,Assessments,Assessments
RefAssessmentItemCharacteristicType,Assessments,Assessments
RefAssessmentItemResponseScoreStatus,Assessments,Assessments
RefAssessmentItemResponseStatus,Assessments,Assessments
RefAssessmentItemType,Common,Common
RefAssessmentNeedAlternativeRepresentationType,Assessments,Assessments
RefAssessmentNeedBrailleGradeType,Assessments,Assessments
RefAssessmentNeedBrailleMarkType,Assessments,Assessments
RefAssessmentNeedBrailleStatusCellType,Assessments,Assessments
RefAssessmentNeedHazardType,Assessments,Assessments
RefAssessmentNeedIncreasedWhitespacingType,Assessments,Assessments
RefAssessmentNeedLanguageLearnerType,Assessments,Assessments
RefAssessmentNeedLinkIndicationType,Assessments,Assessments
RefAssessmentNeedMaskingType,Assessments,Assessments
RefAssessmentNeedNumberOfBrailleDot,Assessments,Assessments
RefAssessmentNeedSigningType,Assessments,Assessments
RefAssessmentNeedSpokenSourcePreferenceType,Assessments,Assessments
RefAssessmentNeedSupportTool,Assessments,Assessments
RefAssessmentNeedUsageType,Assessments,Assessments
RefAssessmentNeedUserSpokenPreferenceType,Assessments,Assessments
RefAssessmentParticipationIndicator,Common,Common
RefAssessmentPlatformType,Assessments,Assessments
RefAssessmentPretestOutcome,Common,Common
RefAssessmentPurpose,Common,Common
RefAssessmentReasonNotCompleting,Common,Common
RefAssessmentReasonNotTested,Common,Common
RefAssessmentRegistrationCompletionStatus,Common,Common
RefAssessmentReportingMethod,Common,Common
RefAssessmentResultDataType,Common,Common
RefAssessmentResultScoreType,Common,Common
RefAssessmentSessionSpecialCircumstanceType,Assessments,Assessments
RefAssessmentSessionStaffRoleType,Assessments,Assessments
RefAssessmentSessionType,Assessments,Assessments
RefAssessmentSubtestIdentifierType,Assessments,Assessments
RefAssessmentType,Common,Common
RefAssessmentTypeChildrenWithDisability,Assessments,Assessments
RefAttendanceEventType,Common,Common
RefAttendanceStatus,Common,Common
RefAuthorizerType,Authorization,
RefAypStatus,Common,Common
RefBarrierToEducatingHomeless,Common,Common
RefBarrierToInternetAccessInResidence,Common,Common
RefBillableBasisType,Common,Common
RefBlendedLearningModelType,Common,Common
RefBloomsTaxonomyDomain,Common,Common
RefBuildingAdministrativeSpaceType,Facilities,Facilities
RefBuildingAirDistributionSystemType,Facilities,Facilities
RefBuildingArtSpecialtySpaceType,Facilities,Facilities
RefBuildingAssemblySpaceType,Facilities,Facilities
RefBuildingBasicClassroomDesignType,Facilities,Facilities
RefBuildingCareerTechEducationSpaceType,Facilities,Facilities
RefBuildingCharterSchoolRealtyAccessType,Facilities,Facilities
RefBuildingCirculationSpaceType,Facilities,Facilities
RefBuildingCleaningStandardType,Facilities,Facilities
RefBuildingCommMgmtComponentSystemType,Facilities,Facilities
RefBuildingCommunityUseSpaceType,Facilities,Facilities
RefBuildingCoolingGenerationSystemType,Facilities,Facilities
RefBuildingDesignType,Facilities,Facilities
RefBuildingElectricalSystemType,Facilities,Facilities
RefBuildingEnergyConservationMeasureType,Facilities,Facilities
RefBuildingEnergySourceType,Facilities,Facilities
RefBuildingEnvOrEnergyPerformanceRatingCat,Facilities,Facilities
RefBuildingFireProtectionSystemType,Facilities,Facilities
RefBuildingFoodServiceSpaceType,Facilities,Facilities
RefBuildingFullServiceKitchenType,Facilities,Facilities
RefBuildingHeatingGenerationSystemType,Facilities,Facilities
RefBuildingHistoricStatus,Facilities,Facilities
RefBuildingHvacsystemType,Facilities,Facilities
RefBuildingIndoorAthleticOrPhysEdSpaceType,Facilities,Facilities
RefBuildingInstructionalSpaceFactorType,Facilities,Facilities
RefBuildingJointUseRationaleType,Facilities,Facilities
RefBuildingJointUserType,Facilities,Facilities
RefBuildingJointUseSchedulingType,Facilities,Facilities
RefBuildingLibMediaCenterSpecialtySpaceType,Facilities,Facilities
RefBuildingMechanicalConveyingSystemType,Facilities,Facilities
RefBuildingMechanicalSystemType,Facilities,Facilities
RefBuildingOperationsOrMaintSpaceType,Facilities,Facilities
RefBuildingOutdoorAthleticOrPhysEdSpaceType,Facilities,Facilities
RefBuildingOutdoorOrNonathleticSpaceType,Facilities,Facilities
RefBuildingPerformingArtsSpecialtySpaceType,Facilities,Facilities
RefBuildingPlumbingSystemType,Facilities,Facilities
RefBuildingPrimaryUseType,Facilities,Facilities
RefBuildingSchoolDesignType,Facilities,Facilities
RefBuildingScienceSpecialtySpaceType,Facilities,Facilities
RefBuildingSecuritySystemType,Facilities,Facilities
RefBuildingSiteUseRestrictionsType,Facilities,Facilities
RefBuildingSpaceDesignType,Facilities,Facilities
RefBuildingSpecEdSpecialtySpaceType,Facilities,Facilities
RefBuildingStudentSupportSpaceType,Facilities,Facilities
RefBuildingSystemType,Facilities,Facilities
RefBuildingTechnologyWiringSystemType,Facilities,Facilities
RefBuildingUseType,Facilities,Facilities
RefBuildingVerticalTransportationSystemType,Facilities,Facilities
RefCalendarEventType,Common,Common
RefCampusResidencyType,Common,Common
RefCampusStatus,Common,Common
RefCampusType,Common,Common
RefCareerCluster,Common,Common
RefCareerEducationPlanType,Common,Common
RefCarnegieBasicClassification,Common,Common
RefCharterLeaStatus,Common,Common
RefCharterSchoolAuthorizerType,Common,Common
RefCharterSchoolManagementOrganizationType,Common,Common
RefCharterSchoolType,Common,Common
RefChildDevelopmentalScreeningStatus,Common,Common
RefChildDevelopmentAssociateType,Common,Common
RefChildOutcomesSummaryRating,Common,Common
RefCipCode,Common,Common
RefCipUse,Common,Common
RefCipVersion,Common,Common
RefClassroomPositionType,Common,Common
RefCohortExclusion,Common,Common
RefCommunicationMethod,Common,Common
RefCommunityBasedType,Common,Common
RefCompetencyDefAssociationType,Competencies,Competencies
RefCompetencyDefNodeAccessibilityProfile,Common,Common
RefCompetencyDefTestabilityType,Common,Common
RefCompetencyFrameworkPublicationStatus,Common,Common
RefCompetencySetCompletionCriterion,Competencies,Competencies
RefComprehensiveAndTargetedSupport,Common,Common
RefComprehensiveSupport,Common,Common
RefComprehensiveSupportAndImprovementStatus,Common,Common
RefContentStandardType,Common,Common
RefContinuationOfService,Common,Common
RefControlOfInstitution,Common,Common
RefCoreKnowledgeArea,Common,Common
RefCorrectionalEducationFacilityType,Common,Common
RefCorrectiveActionType,Common,Common
RefCountry,Common,Common
RefCounty,Common,Common
RefCourseAcademicGradeStatusCode,Common,Common
RefCourseApplicableEducationLevel,Common,Common
RefCourseCreditBasisType,Common,Common
RefCourseCreditLevelType,Common,Common
RefCourseCreditUnit,Common,Common
RefCourseGpaApplicability,Common,Common
RefCourseHonorsType,Common,Common
RefCourseInstructionMethod,Common,Common
RefCourseInstructionSiteType,Common,Common
RefCourseInteractionMode,Common,Common
RefCourseLevelCharacteristic,Common,Common
RefCourseLevelType,Common,Common
RefCourseRepeatCode,Common,Common
RefCourseSectionAssessmentReportingMethod,Common,Common
RefCourseSectionDeliveryMode,Common,Common
RefCourseSectionEnrollmentStatusType,Common,Common
RefCourseSectionEntryType,Common,Common
RefCourseSectionExitType,Common,Common
RefCredentialDefAgentRoleType,Credentials,Credentials
RefCredentialDefAssessMethodType,Credentials,Credentials
RefCredentialDefIntendedPurposeType,Common,Common
RefCredentialDefStatusType,Common,Common
RefCredentialDefVerificationType,Common,Common
RefCredentialIdentifierSystem,Credentials,Credentials
RefCredentialType,Common,Common
RefCreditHoursAppliedOtherProgram,Postsecondary,Postsecondary
RefCreditTypeEarned,Common,Common
RefCriticalTeacherShortageCandidate,Common,Common
RefCtdlaudienceLevelType,Common,Common
RefCtdlorganizationType,Common,Common
RefCteGraduationRateInclusion,Common,Common
RefCteNonTraditionalGenderStatus,CTE,CTE
RefCurriculumFrameworkType,Common,Common
RefDataCollectionStatus,Common,Common
RefDegreeOrCertificateType,Common,Common
RefDentalInsuranceCoverageType,Common,Common
RefDentalScreeningStatus,Common,Common
RefDependencyStatus,Common,Common
RefDevelopmentalEducationReferralStatus,Common,Common
RefDevelopmentalEducationType,Common,Common
RefDevelopmentalEvaluationFinding,Common,Common
RefDirectoryInformationBlockStatus,Common,Common
RefDisabilityConditionStatusCode,Common,Common
RefDisabilityConditionType,Common,Common
RefDisabilityDeterminationSourceType,Common,Common
RefDisabilityType,Common,Common
RefDisciplinaryActionTaken,Common,Common
RefDisciplineLengthDifferenceReason,Common,Common
RefDisciplineMethodFirearm,Common,Common
RefDisciplineMethodOfCwd,Common,Common
RefDisciplineReason,Common,Common
RefDistanceEducationCourseEnrollment,Common,Common
RefDoctoralExamsRequiredCode,Common,Common
RefDqpcategoriesOfLearning,Common,Common
RefEarlyChildhoodCredential,EarlyLearning,EarlyLearning
RefEarlyChildhoodProgramEnrollmentType,EarlyLearning,EarlyLearning
RefEarlyChildhoodService,EarlyLearning,EarlyLearning
RefEdFactsAcademicOrCareerAndTechnicalOutcomeExitType,Common,Common
RefEdFactsAcademicOrCareerAndTechnicalOutcomeType,Common,Common
RefEdfactsTeacherInexperiencedStatus,Common,Common
RefEducationLevel,Common,Common
RefEducationLevelType,Common,Common
RefEducationVerificationMethod,Common,Common
RefEleducationStaffClassification,Common,Common
RefElementaryMiddleAdditional,Common,Common
RefElemploymentSeparationReason,Common,Common
RefElfacilityLicensingStatus,Common,Common
RefElfederalFundingType,Common,Common
RefElgroupSizeStandardMet,Common,Common
RefEllevelOfSpecialization,Common,Common
RefEllocalRevenueSource,Common,Common
RefElotherFederalFundingSource,Common,Common
RefEloutcomeMeasurementLevel,Common,Common
RefElprofessionalDevelopmentTopicArea,Common,Common
RefElprogramEligibility,Common,Common
RefElprogramEligibilityStatus,Common,Common
RefElprogramLicenseStatus,Common,Common
RefElserviceProfessionalStaffClassification,Common,Common
RefElserviceType,Common,Common
RefElstateRevenueSource,Common,Common
RefEltrainerCoreKnowledgeArea,Common,Common
RefEmailType,Common,Common
RefEmergencyOrProvisionalCredentialStatus,Common,Common
RefEmployedAfterExit,Common,Common
RefEmployedPriorToEnrollment,Common,Common
RefEmployedWhileEnrolled,Common,Common
RefEmployeeBenefit,Common,Common
RefEmploymentContractType,Common,Common
RefEmploymentLocation,Common,Common
RefEmploymentSeparationReason,Common,Common
RefEmploymentSeparationType,Common,Common
RefEmploymentStatus,Common,Common
RefEmploymentStatusWhileEnrolled,Common,Common
RefEndOfTermStatus,Common,Common
RefEnrollmentStatus,Common,Common
RefEntityType,Common,Common
RefEntryType,Common,Common
RefEnvironmentSetting,Common,Common
RefEradministrativeDataSource,Common,Common
RefErsruralUrbanContinuumCode,Common,Common
RefExitOrWithdrawalStatus,Common,Common
RefExitOrWithdrawalType,Common,Common
RefFacilitiesMandateAuthorityType,Common,Common
RefFacilitiesMgmtEmergencyType,Common,Common
RefFacilitiesPlanType,Common,Common
RefFacilityApplicableFederalMandateType,Facilities,Facilities
RefFacilityAuditType,Facilities,Facilities
RefFacilityCapitalProgramMgmtType,Facilities,Facilities
RefFacilityComplianceAgencyType,Facilities,Facilities
RefFacilityComplianceStatus,Facilities,Facilities
RefFacilityConstructionDateType,Facilities,Facilities
RefFacilityConstructionMaterialType,Facilities,Facilities
RefFacilityFederalMandateInterestType,Facilities,Facilities
RefFacilityFinancingFeeType,Facilities,Facilities
RefFacilityFurnishingsType,Facilities,Facilities
RefFacilityHazardousMaterialsOrCondType,Facilities,Facilities
RefFacilityJointDevelopmentType,Facilities,Facilities
RefFacilityLeaseAmountCategory,Facilities,Facilities
RefFacilityLeaseType,Facilities,Facilities
RefFacilityMaintStandardType,Facilities,Facilities
RefFacilityMortgageInterestType,Facilities,Facilities
RefFacilityMortgageType,Facilities,Facilities
RefFacilityNaturallyOccurringHazardType,Facilities,Facilities
RefFacilityOperationsMgmtType,Facilities,Facilities
RefFacilitySiteImprovementLocationType,Facilities,Facilities
RefFacilitySiteOutdoorAreaType,Facilities,Facilities
RefFacilityStandardType,Facilities,Facilities
RefFacilityStateOrLocalMandateInterestType,Facilities,Facilities
RefFacilitySystemOrComponentCondition,Facilities,Facilities
RefFacilityUtilityProviderType,Facilities,Facilities
RefFacilityUtilityType,Facilities,Facilities
RefFamilyIncomeSource,Common,Common
RefFederalProgramFundingAllocationType,Common,Common
RefFinancialAccountBalanceSheetCode,Common,Common
RefFinancialAccountCategory,Common,Common
RefFinancialAccountFundClassification,Common,Common
RefFinancialAccountProgramCode,Common,Common
RefFinancialAccountRevenueCode,Common,Common
RefFinancialAidApplicationType,Common,Common
RefFinancialAidAwardStatus,Common,Common
RefFinancialAidAwardType,Common,Common
RefFinancialAidVeteransBenefitStatus,Common,Common
RefFinancialAidVeteransBenefitType,Common,Common
RefFinancialExpenditureFunctionCode,Common,Common
RefFinancialExpenditureLevelOfInstructionCode,Common,Common
RefFinancialExpenditureObjectCode,Common,Common
RefFirearmType,Common,Common
RefFoodServiceEligibility,Common,Common
RefFoodServiceParticipation,Common,Common
RefFrequencyOfService,Common,Common
RefFrequencyUnit,Common,Common
RefFullTimeStatus,Common,Common
RefGoalMeasurementType,Assessments,Assessments
RefGoalsForAttendingAdultEducation,Common,Common
RefGoalStatusType,Common,Common
RefGpaWeightedIndicator,Common,Common
RefGradeLevel,Common,Common
RefGradeLevelsApproved,Common,Common
RefGradeLevelType,Common,Common
RefGradePointAverageDomain,Common,Common
RefGraduateAssistantIpedsCategory,Common,Common
RefGraduateOrDoctoralExamResultsStatus,Common,Common
RefGunFreeSchoolsActReportingStatus,Common,Common
RefHealthInsuranceCoverage,Common,Common
RefHearingScreeningStatus,Common,Common
RefHigherEducationInstitutionAccreditationStatus,Common,Common
RefHighSchoolDiplomaDistinctionType,Common,Common
RefHighSchoolDiplomaType,Common,Common
