22|Family counseling|00299|Programs that offer therapeutic sessions that focus on the system of relationships and communication patterns between family members and attempt to modify those relationships and patterns to achieve greater harmony. The therapist focuses on the family as a unit rather than concentrating on the member who has been singled out as being in need of treatment.||22.00||
23|Family training, counseling, and home visits|00333|Services provided, as appropriate, by social workers, psychologists, and other qualified personnel to assist the family of a child eligible under this part in understanding the special needs of the child and enhancing the child's development.||23.00||
24|Health care|00303|Programs whose primary purpose is to help individuals achieve and maintain physical well-being through the study, prevention, screening, evaluation and treatment of individuals who have illnesses, injuries, or disabilities.||24.00||
25|Homebound or Hospitalized|73060|Services provided to students in the home or in the hospital who are at home or who have been hospitalized.||25.00||
26|Independent living|00883|Assistance provided to individuals with special needs including those with disabilities: 1) to learn the basic skills of daily living through individual and group counseling and instruction; 2) to experience and practice coping with real or simulated life situational demands; or 3) to use assistive devices, special equipment, or specialized assistant.||26.00||
27|Individual career education|73058|Career education and training provided to students in a personalized or individual setting.||27.00||
28|Individual career education for special education|73059|Career education provided specifically to students with disabilities in a personalized or individual setting.||28.00||
29|Instructional Aide/Assistant/Intervener Service|73049|Instructional Aide/Assistant/Intervener Service is provided to the person or a group of persons.||29.00||
30|Interpretation for the hearing impaired|00304|Services that enable students who have hearing impairments to communicate their needs manually, verbally, or in writing.||30.00||
31|Medical services only for diagnostic or evaluation purposes|00332|Services provided by a licensed physician to determine a child's developmental status and need for early intervention services.||31.00||
32|Mental health counseling|00305|Programs that specialize in the treatment of students who have adjustment or behavior problems, emotional disturbances, personality disorders, incipient illnesses, and/or other comparable conditions||32.00||
33|Mental health services|00884|Programs that provide services to individuals who have been hospitalized for treatment of acute or chronic mental or emotional disturbances, and facilitate their return to the community. The programs also offer psychiatric treatment in a setting that is less restrictive than inpatient hospitalization.||33.00||
34|Music therapy|00306|Programs that use music and music-related activities to help the student maintain mental functioning, to facilitate social and emotional growth, to promote communication, to develop constructive use of leisure time and to improve or maintain motor and perceptual skills. Music can be used as a passive agent as in the case of listening to music to aid in reminiscence, reality orientation or relaxation; or as an active creative process in which the client participates in musical production.||34.00||
35|National School Nutrition programs|00300|A federally-funded program that provides supplemental nutrition in the form of a free meal, free snack, or free milk for income-eligible students who are unable to pay the cost. Public and non-profit private schools participating in the program are reimbursed for the meal/snack/milk served.||35.00||
36|Note-taking assistance|00308|Programs that assist students who are unable to make their own record of classes or lectures.||36.00||
37|Nursing service|00335|Services that are provided for the assessment of health status for the purpose of providing nursing care, including the identification of patterns of human response to actual or potential health problems. They also include the provision of nursing care to prevent health problems, restore or improve functioning, and promote optimal health and development. Finally, they involve the administration of medications, treatments, and regimens prescribed by a licensed physician.||37.00||
38|Nutrition services|00336|Services that conduct individual assessments in nutritional history and dietary intake; anthropometrics, biochemical, and clinical variables; feeding skills and feeding problems; and food habits and food preferences. They also develop and monitor appropriate plans to address the nutritional needs of eligible children, and make referrals to appropriate community resources to carry out nutritional programs.||38.00||
39|Occupational therapy|00309|Services that address the functional needs of an individual relating to adaptive development, adaptive behavior and play, and sensory, motor, and postural development. These services are designed to improve the individual's functional ability to perform tasks in the home, school, and community settings and include: 1) identification assessment and intervention; 2) adaptation of the environment, and selection, design and fabrication of assistive and orthodontic devices to facilitate the development and promote the acquisition of functional skills; and 3) prevention or minimization of the impact of initial or future impairment, delay in development, or loss of functional ability.||39.00||
40|Orientation and mobility services|00310|Programs that help individuals who are blind or who have visual impairments to develop the fundamental spatial concepts and skills that are necessary for maximum mobility and independent living. Instruction focuses on moving safely and efficiently in the school, home or community environment, and usually includes procedures for street crossings, travel in unfamiliar areas, utilization of public transportation, and appropriate use of aids such as sighted guides or canes.||40.00||
41|Other|09999|A student support service not yet defined in CEDS is provided to the person or a group of persons.||41.00||
42|Parenting skills assistance|00311|Programs that offer classes, groups, or other educational opportunities for parents or potential parents who want to acquire the knowledge and skills to be effective in their parenting role.||42.00||
43|Peer services|00312|Programs that specialize in assisting the student through peer interaction. Such programs include peer counseling, tutoring, and leadership activities.||43.00||
44|Physical therapy|00313|Services to prevent or alleviate movement dysfunction and related functional problems that include: 1) screening, evaluation, and assessment of children and youth with disabilities to identify movement dysfunction; 2) obtaining, interpreting, and integrating information appropriate to program planning to prevent or alleviate movement dysfunction and related functional problems; and 3) providing individual or group services or treatment to prevent, alleviate, or compensate for movement dysfunction and related functional problems.||44.00||
45|Psychological services|00331|Services that address the psychological needs of the individual through the administering of psychological needs of the individual through the administering of psychological and developmental tests, and other assessment procedures. They also involve the interpretation of assessment results. In addition, they include obtaining, integrating, and interpreting information about individual behavior, and individual and family conditions related to learning, mental health, and development. Finally, the services also involve the planning and management of a program of psychological services, including psychological counseling for children and parents, family counseling, consultation on child development, parent training, and education programs.||45.00||
46|Reader service|00314|Programs that provide textbook reading services for individuals who are blind or have visual impairments.||46.00||
47|Recreation service|00315|Programs that may include: 1) assessment of leisure function; 2) therapeutic recreation services; 3) recreation programs in schools and community agencies; and 4) leisure education.||47.00||
48|Rehabilitation counseling services|00318|Programs that provide a combination of treatment and education services designed to restore maximum functioning , a sense of well-being, and a personally satisfying level of independence in individuals who have temporary or permanent disabilities.||48.00||
49|Residential services|00885|Programs that provide a therapeutic living environment in community-based residential facilities for individuals with special needs, including those with emotional and/or behavioral problems. Such individuals require a structure, supervised treatment program that may include individual, group, family, and other treatment modalities as appropriate.||49.00||
50|Respite Care|73046|Temporary childcare services that are short-term and non-medical in nature, provided either in or out of the home. These services are designed to provide temporary relief to the primary caregiver.||50.00||
51|School clothing|00319|Programs that pay for or provide new or used clothing to students who need appropriate school attire and whose parent/guardians are unable to afford these items at retail prices.||51.00||
52|School counseling|00302|Programs that provide advice and guidance for students who need assistance in choosing course or areas for major study, preparing for a vocation or further education, or coping with personal or learning problems.||52.00||
53|School health nursing services|00320|Services provided by a qualified school health nurse or other registered nurse/nurse practitioner.||53.00||
54|School Psychologist|73061|Services provided by a school psychologist directly to the student.||54.00||
55|Service coordination (case management services)|00294|Activities carried out by service coordinator to assist and enable an eligible student and his/her family to receive the rights, procedural safeguards, and services that are authorized to provided under the State's early intervention program. The specific activities include: coordinating the performance of evaluations and assessments; facilitating and anticipating in the development, review, and evaluation of individualized family service plans; assisting families in identifying available service providers; coordinating and monitoring the delivery of available services; informing families of the availability of advocacy services; coordinating with medical and health providers; and facilitating the development of a transition plan to preschool services, if appropriate.||55.00||
56|Social work services|00337|Services that involve making home visits to evaluate a child's living conditions and patterns of parent-child interaction; preparing a social or emotional developmental assessment of the child within the family context; providing individual and family-group counseling with parents and other family members, and appropriate social skill-building activities with the child and parents; working with those problems in a child's and family's living situation (home, community, and any center where early intervention services are provided) that affect the child's maximum utilization of early intervention services; and identifying, mobilizing, and coordinating community resources and services to enable the child and family to receive maximum benefit from early intervention services.||56.00||
57|Special transportation|00321|Transportation arrangements provided to students to and from home, school, or other service sites.||57.00||
58|Speech-language therapy|00322|Individual or group therapy sessions that focus on the remediation of specific communicative or pharyngeal disorders and delays in the development of communication skills including: 1) speech sounds that are omitted, replaced by substitute sounds, or distorted; 2) voice problems in which pitch, loudness or quality of voice are affected; or 3) stuttering. Therapy includes the identification of an individual with such disorders and developmental delays, including the diagnosis and appraisal of specific disorders and delays in those skills. It also includes referral for medical or other professional services necessary for the habilitation or rehabilitation of individuals with those disorders and developmental delays. Finally, it includes the provision of services for habilitation, rehabilitation, or prevention of such disorder and developmental delays.||58.00||
59|Study skills assistance|00323|Programs that provide individual or small group assistance for students who want to improve their study habits, test preparation skills and test-taking techniques.||59.00||
60|Substance abuse education/prevention|00324|Programs that provide a variety of services including: 1) individual, group and/or family counseling; 2) knowledge and skill-enhancing activities; and 3) structured groups that focus on family dynamics, problem solving, self-esteem, and/or similar issues. These programs care for students who are at risk of drug abuse (e.g., those who are currently in an experimental stage (light use), who have family members or peer groups who use alcohol or drugs, or who have behavioral, emotional, or other problems at home, in school, in the community, or with the criminal justice system). Substance abuse education programs also offer presentations about the risks of substance use to students at school and various other community settings.||60.00||
61|Supported employment services|00886|Programs that find paid, meaningful work in a variety of integrated settings for individuals who have special needs, including those with developmental disabilities. Services include assigning a "job coach" to work side-by-side with each client, offering advocacy to the employer and other employees, training in basic job skills and work-related behaviors, assisting with specific tasks as needed, and providing initial and ongoing support as required to ensure that the individual retains competitive employment.||61.00||
62|Teacher consultant for autism|73062|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of autism, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||62.00||
63|Teacher Consultant for disturbance emotional|73064|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of emotional disturbance, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||63.00||
64|Teacher consultant for hearing impairment|73066|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of hearing impairment, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||64.00||
65|Teacher Consultant for intellectual disability|73063|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of intellectual disability, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||65.00||
66|Teacher consultant for orthopedic impairment|73068|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of orthopedic impairment, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||66.00||
67|Teacher consultant for other health impairment|73069|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of other health impairment, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||67.00||
68|Teacher consultant for specifical learning disability|73065|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of specific learning disability, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||68.00||
69|Teacher consultant for visual impairment|73067|Services provided by a staff member who specializes in helping teachers by providing in classroom strategies for working with students with an IDEA Disability Type of visual impairment, providing professional development to local educators, and assisting in developing strategies to help parents work with their child at home.||69.00||
70|Technological aids|00887|Structural or sensory aids provided to students with special physical or physiological needs in order to help them to better adapt to everyday work and/or learning environments.||70.00||
71|Teen/adolescent family planning|00325|Programs that offer family planning services including pregnancy counseling, birth control, and pregnancy testing which are especially designed to meet the needs and concerns of teenage students who are pregnant or are concerned about becoming pregnant or impregnating.||71.00||
72|Test assistance|00326|Programs that provide assistance for students with disabilities who need help in reading or writing responses to test items. Examples of such assistance include the administration of untimed tests and the presence of test facilitators for children with autism.||72.00||
73|Translation/interpreter services|00327|Services that allow individuals who can not comprehend or communicate using either the spoken or written word to understand or express themselves (e.g., foreign language translator and sign language interpreter).||73.00||
74|Transportation services|00888|Services that provide transportation for individuals, or make arrangements to transport individuals, to and from sites in which they are involved in vocational or life situations.||74.00||
75|Tutoring services|00329|Individualized or small group instruction for students who need assistance in learning one or more components of a prescribed curriculum. Tutoring usually supplements a regular school program, and may be provided by peer students, teachers, or other personnel at school, in an individual's home, or at a community agency site.||75.00||
76|Vision services|00330|Services that include: 1) evaluation and assessment of visual functioning, including the diagnosis and appraisal of specific visual disorders, delays, and disabilities; 2) referrals for medical or other professional services necessary for the habilitation or rehabilitation of visual functioning disorders; and 3) training for communication, communication, orientation and mobility, visual, and independent living skills, and any additional training necessary to activate visual motor abilities.||76.00||
77|Work-based Learning|73055|Sustained interactions with industry or community professionals in real workplace settings, to the extent practicable, or simulated environments at an educational institution that foster in-depth, firsthand engagement with the tasks required in a given career field, that are aligned to curriculum and instruction.||77.00||
