17|Allowance for Uncollectible Loans (Credit)|152|The portion of loans receivable estimated not to be collected. The account is shown on the balance sheet as a deduction from the other loans receivable account.||17.00||
18|Other Accounts Receivable|153|Amounts due on open account from private persons, firms, or corporations for goods and services furnished by a school district (but not including amounts due from other funds or from other governmental units).||18.00||
19|Allowance for Uncollectible Accounts Receivable (Credit)|154|A provision for that portion of accounts receivable that is estimated will not be collected. The account is shown on the balance sheet as a deduction from the other accounts receivable account.||19.00||
20|Inventories for Consumption|171|The cost of supplies and equipment on hand not yet distributed to requisitioning units.||20.00||
21|Inventories for Resale|172|The value of goods purchased and held by a school district for resale rather than for use in its own operations. Such goods could include unique manufactured inventories, such as student-built homes or equipment.||21.00||
22|Prepaid Items|181|Expenditures/expenses paid for benefits not yet received. Prepaid expenses differ from deferred charges in that they are spread over a shorter period of time and are regularly recurring costs of operation. Examples of prepaid expenses are prepaid rent, prepaid interest, and unexpired insurance premiums.||22.00||
23|Deposits|191|Funds deposited by the school district as a prerequisite to receiving services, goods, or both.||23.00||
24|Bond Insurance Costs|193|Bond insurance costs that are a form of prepayment to be amortized.||24.00||
25|Premium and Discount on Issuance of Bonds|194|Represents amounts to be amortized as debt premium/discount in connection with the issuance of bonds.||25.00||
26|Other Current Assets|199|Current assets not provided for elsewhere.||26.00||
27|Capital Assets|200|Those assets that the school district intends to hold or continue to use over a long period of time. Specifically, capital assets include land, improvements to land, easements, buildings and building improvements, vehicles, machinery, equipment, works of art and historical treasures, infrastructure, and all other tangible or intangible assets that are used in operations and that have initial useful lives that extend beyond a single reporting period. This account is used only in proprietary funds, fiduciary funds, and the government-wide financial statements.||27.00||
28|Land and Land Improvements|211|A capital asset account that reflects the acquisition value of land owned by a school district. If land is purchased, this account includes the purchase price and costs such as legal fees, filling and excavation costs, and other associated improvement costs incurred to put the land in condition for its intended use. If land is acquired by gift, the account reflects its fair value at the time of acquisition. Permanent improvements to land, such as grading and fill, should also be accounted for in this account. Land and land improvements are considered nonexhaustible assets owing to their significantly long expected useful life. Nonexhaustible assets are not to be depreciated. Therefore, assets classified by asset code 211 should result in no depreciation expense.||28.00||
29|Site Improvements|221|A capital asset account that reflects the value of nonpermanent improvements to building sites, other than buildings, that add value to land. Examples of such improvements are fences, retaining walls, sidewalks, pavements, gutters, tunnels, and bridges. If the improvements are purchased or constructed, this account contains the purchase or contract price. If improvements are obtained by gift, it reflects the fair value at the time of acquisition. Site improvements are improvements that have a limited useful life. Because these improvements decrease in their value/usefulness over time, it is appropriate to depreciate these assets. Therefore, all capitalized site improvements should be depreciated over their expected useful life.||29.00||
30|Accumulated Depreciation on Site Improvements|222|Accumulated amounts for the depreciation of land improvements.||30.00||
31|Buildings and Building Improvements|231|A capital asset account that reflects the acquisition value of permanent structures used to house persons and property owned by the school district. If buildings are purchased or constructed, this account includes the purchase or contract price of all permanent buildings and the fixtures attached to and forming a permanent part of such buildings. This account includes all building improvements, including upgrades made to building wiring for technology. If buildings are acquired by gift, the account reflects their fair value at the time of acquisition.||31.00||
32|Accumulated Depreciation on Buildings and Building Improvements|232|Accumulated amounts for the depreciation of buildings and building improvements.||32.00||
33|Machinery and Equipment|241|Tangible property of a more or less permanent nature, other than land, buildings, or improvements thereto, that is useful in carrying on operations. Examples are machinery, tools, trucks, cars, buses, computers, purchased software, furniture, and furnishings. Appendix E provides criteria to distinguish whether a purchase is a supply or a piece of machinery or equipment.||33.00||
34|Accumulated Depreciation on Machinery and Equipment|242|Accumulated amounts for the depreciation of machinery and equipment.||34.00||
35|Works of Art and Historical Treasures|251|Individual items or collections of items that are of artistic or cultural importance.||35.00||
36|Accumulated Depreciation on Works of Art and Historical Collections|252|Accumulated amounts for the depreciation (as applicable) of works of art and historical treasures.||36.00||
37|Infrastructure|261|A capital asset, network, or subsystem that has a useful life that is significantly longer than those of other capital assets. These assets may include water/sewer systems, roads, bridges, tunnels, and other similar assets.||37.00||
38|Accumulated Depreciation on Infrastructure|262|Accumulated amounts for the depreciation of infrastructure assets.||38.00||
39|Construction in Progress|271|The cost of construction work undertaken but not yet completed.||39.00||
40|Intangible Assets|281|An intangible asset is a capital asset that lacks physical substance, is nonfinancial in nature, and has an initial useful life of more than 1 year. Intangible assets may be purchased or licensed, acquired through nonexchange transactions, or internally generated. Examples include easements, contractual rights, patents, trademarks, and computer software.||40.00||
41|Accumulated Amortization of Intangible Assets|282|Accumulated amounts for the amortization of intangible assets.||41.00||
42|Deferred Outflows of Resources|300|A consumption of net assets by the government that is applicable to a future reporting period.||42.00||
43|Interfund Loans Payable|401|A liability account used to record a debt owed by one fund to another fund in the same governmental unit. It is recommended that separate accounts be maintained for each interfund loan.||43.00||
44|Interfund Accounts Payable|402|A liability account used to indicate amounts owed by a particular fund for services rendered. It is recommended that separate accounts be maintained for each interfund payable.||44.00||
45|Intergovernmental Accounts Payable|411|Amounts owed by the reporting school district to another governmental unit. It is recommended that separate accounts be maintained for each intergovernmental payable.||45.00||
46|Accounts Payable|421|Liabilities on open account owed to private persons, firms, or corporations for goods and services received by a school district (but not including amounts due to other funds of the same school district or to other governmental units).||46.00||
47|Judgments Payable|422|Amounts due to be paid by a school district as the result of court decisions, including condemnation awards paid for private property taken for public use.||47.00||
48|Warrants Payable|423|Amounts due to designated payees in the form of a written order drawn by the school district directing the school district treasurer to pay a specific amount.||48.00||
49|Contracts Payable|431|Amounts due on contracts for assets, goods, and services received by a school district.||49.00||
50|Construction Contracts Payable-Retainage|432|Liabilities on account of construction contracts for that portion of the work that has been completed but on which part the liability has not been paid pending final inspection, the lapse of a specified time period, or both. The unpaid amount is usually a stated percentage of the contract price.||50.00||
51|Construction Contracts Payable|433|Amounts due by a school district on contracts for constructing buildings and other structures and other improvements.||51.00||
52|Matured Bonds Payable|441|Bonds that have reached or passed their maturity date but that remain unpaid.||52.00||
53|Bonds Payable-Current|442|Bonds that have not reached or passed their maturity date but are due within 1 year or less. This account is used only in proprietary or fiduciary funds, as well as in the government-wide financial statements.||53.00||
54|Unamortized Premiums on Issuance of Bonds|443|An account that represents that portion of the excess of bond proceeds over par value and that remains to be amortized over the remaining life of such bonds. This account is used only in proprietary or fiduciary funds, as well as in the government-wide financial statements.||54.00||
55|Loans Payable|451|Short-term obligations representing amounts borrowed for short periods of time, usually evidenced by notes payable or warrants payable.||55.00||
56|Lease Obligations-Current|452|Capital lease obligations that are due within 1 year.||56.00||
57|Interest Payable|455|Interest due within 1 year.||57.00||
58|Accrued Salaries and Benefits|461|Salary and fringe benefit costs incurred during the current accounting period that are not payable until a subsequent accounting period.||58.00||
59|Payroll Deductions and Withholdings|471|Amounts deducted from employees' salaries for withholding taxes and other purposes. District-paid benefits amounts payable are also included. A separate liability account may be used for each type of benefit.||59.00||
60|Compensated Absences-Current|472|Compensated absences that will be paid within 1 year.||60.00||
61|Accrued Annual Requirement Contribution Liability|473|A liability arising from payments not made to pension funds. This amount represents any difference between the actuarially determined annual required contribution and actual payments made to the pension fund.||61.00||
62|Advances from Grantors|481|A liability account that represents resources received from grantors before eligibility requirements are met.||62.00||
63|Deposits Payable|491|Liability for deposits received as a prerequisite to providing or receiving services, goods, or both.||63.00||
64|Other Current Liabilities|499|Other current liabilities not provided for elsewhere.||64.00||
65|Long-Term Liabilities|500|Obligations with a maturity of more than 1 year. These accounts should be used only with proprietary and fiduciary funds, as well as at the entity-wide level of reporting.||65.00||
66|Bonds Payable|511|Bonds (general obligation, asset-backed, or revenue-backed) that have not reached or passed their maturity date and that are not due within 1 year.||66.00||
67|Accreted Interest|512|An account that represents interest that is accrued on deep discount bonds. This account should be used by school districts that issue capital appreciation bonds. Such bonds are usually issued at a deep discount from the face value, and no interest payment is made until maturity. Under full accrual accounting, the district is required to accrete the interest on the bonds over the life of the bonds. Accretion is the process of systematically increasing the carrying amount of the bond to its estimated value at the maturity date of the bond. To calculate accreted interest, the district should impute the effective interest rate, using the present value, the face value (or the future value), and the period of the bond, and multiply the effective interest rate by the book value of the debt at the end of the period. Accreted interest is usually recorded as an addition to the outstanding debt liability.||67.00||
68|Unamortized Gains/Losses on Debt Refundings|513|An account that represents the difference between the reacquisition price and the net carrying amount of old debt when a current or advance refunding of debt occurs. This account should be used only when defeasance of debt occurs for proprietary funds and entity-wide statements. The unamortized loss amount should be reported as a deferred outflow of resources and amortized as a component of interest expense in a systematic and rational manner over the remaining life of the old debt or the life of the new debt, whichever is shorter. The unamortized gain amount should be reported as a deferred inflow of resources and amortized as a component of interest expense in a systematic and rational manner over the remaining life of the old debt or the life of the new debt, whichever is shorter.||68.00||
69|Loans Payable|521|An unconditional written promise signed by the maker to pay a certain sum of money 1 year or more after the issuance date.||69.00||
70|Capital Lease Obligations|531|Amounts remaining to be paid on capital lease agreements.||70.00||
71|Compensated Absences|551|Amounts remaining beyond the period of 1 year to be paid on compensated absences balances.||71.00||
72|Special Termination Benefits|553|These are benefits offered for a short period of time to employees in connection with their termination of employment. Special termination benefits are often used as an inducement for early retirement or to address budgetary problems.||72.00||
73|Arbitrage Rebate Liability|561|Liabilities arising from arbitrage rebates to the Internal Revenue Service (IRS) from bond financing.||73.00||
74|Other Long-Term Liabilities|590|Other long-term liabilities not provided for elsewhere. This account represents amounts due after more than 1 year from the balance sheet date for advances from other funds and certain miscellaneous liabilities, including workers' compensation, self-funded insurance, special termination benefits, and legal claims and judgments.||74.00||
75|Deferred Inflows of Resources|600|An acquisition of net assets by the government that is applicable to a future reporting period. A deferred inflow of resources should be recognized when resources are received or recognized as a receivable before (a) the period for which property taxes are levied or (b) the period when the resources are required to be used. When an asset is recorded in governmental fund financial statements but the revenue is not available, the government should report a deferred inflow of resources until such time as the revenue becomes available.||75.00||
76|Nonspendable Fund Balance|710|The nonspendable fund balance classification includes amounts that cannot be spent because they are either (a) not in spendable form or (b) legally or contractually required to be maintained intact. This would include items not expected to be converted to cash, including inventories and prepaid amounts. It may also include the long-term amount of loans and receivables, as well as property acquired for resale and the corpus (principal) of a permanent fund.||76.00||
77|Restricted Fund Balance|720|The restricted fund balance classification should be reported when legally enforceable constraints placed on the use of resources are either (a) externally imposed by creditors, grantors, contributors, or laws or regulations of other governments or (b) imposed by law through constitutional provisions or enabling legislation.||77.00||
78|Committed Fund Balance|730|The committed fund balance classification reflects specific purposes pursuant to constraints imposed by formal action at the district's highest level of decisionmaking authority (generally the governing board). Such constraints can only be removed or changed by the same form of formal action.||78.00||
79|Assigned Fund Balance|740|The assigned fund balance classification reflects amounts that are constrained by the government's intent to be used for specific purposes, but meet neither the restricted nor committed forms of constraint. Also, the assigned fund balance classification is the residual classification for the special revenue, debt service, capital projects, and/or permanent funds after nonspendable, restricted, and committed balances have been identified (unless the residual amount is negative, which would require presentation as unassigned fund balance).||79.00||
80|Unassigned Fund Balance|750|The unassigned fund balance classification is the residual classification, for the general fund only, after nonspendable, restricted, committed, and assigned balances have been identified. It is also used to report the residual amount for all other governmental funds after nonspendable, restricted, and committed balances have been identified, if the residual amount is negative.||80.00||
81|Net Investment in Capital Assets|760|This account is used to record the component of net position invested in capital assets, net of related debt, that represents total capital assets less accumulated depreciation less debt directly related to capital assets. This account is to be used only in proprietary funds and entity-wide statements. (This was previously fund balance code 740.)||81.00||
82|Restricted Net Position|770|This account is used to record the component of net position that represents net assets legally restricted by sources internal or external to the organization. This account is to be used only in proprietary funds and entity-wide statements. (This was previously fund balance code 750.)||82.00||
83|Unrestricted Net Position|780|This account is used to record the component of net position that represents net position not classified in accounts 760 and 770. This account is to be used only in proprietary funds and entity-wide statements. (This was previously fund balance code 760.)||83.00||
