82|Chichewa; Chewa; Nyanja|nya|||82.00||
83|Chinese|chi|||83.00||
84|Chinook jargon|chn|||84.00||
85|Chipewyan; Dene Suline|chp|||85.00||
86|Choctaw|cho|||86.00||
87|Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic|chu|||87.00||
88|Chuukese|chk|||88.00||
89|Chuvash|chv|||89.00||
90|Classical Newari; Old Newari; Classical Nepal Bhasa|nwc|||90.00||
91|Classical Syriac|syc|||91.00||
92|Coptic|cop|||92.00||
93|Cornish|cor|||93.00||
94|Corsican|cos|||94.00||
95|Cree|cre|||95.00||
96|Creek|mus|||96.00||
97|Creoles and pidgins |crp|||97.00||
98|Creoles and pidgins, English based|cpe|||98.00||
99|Creoles and pidgins, French-based|cpf|||99.00||
100|Creoles and pidgins, Portuguese-based|cpp|||100.00||
101|Crimean Tatar; Crimean Turkish|crh|||101.00||
102|Croatian|hrv|||102.00||
103|Cushitic languages|cus|||103.00||
104|Czech|cze|||104.00||
105|Dakota|dak|||105.00||
106|Danish|dan|||106.00||
107|Dargwa|dar|||107.00||
108|Delaware|del|||108.00||
109|Dinka|din|||109.00||
110|Divehi; Dhivehi; Maldivian|div|||110.00||
111|Dogri|doi|||111.00||
112|Dogrib|dgr|||112.00||
113|Dravidian languages|dra|||113.00||
114|Duala|dua|||114.00||
115|Dutch, Middle (ca.1050-1350)|dum|||115.00||
116|Dutch; Flemish|dut|||116.00||
117|Dyula|dyu|||117.00||
118|Dzongkha|dzo|||118.00||
119|Eastern Frisian|frs|||119.00||
120|Efik|efi|||120.00||
121|Egyptian (Ancient)|egy|||121.00||
122|Ekajuk|eka|||122.00||
123|Elamite|elx|||123.00||
124|English|eng|||124.00||
125|English, Middle (1100-1500)|enm|||125.00||
126|English, Old (ca.450-1100)|ang|||126.00||
127|Erzya|myv|||127.00||
128|Esperanto|epo|||128.00||
129|Estonian|est|||129.00||
130|Ewe|ewe|||130.00||
131|Ewondo|ewo|||131.00||
132|Fang|fan|||132.00||
133|Fanti|fat|||133.00||
134|Faroese|fao|||134.00||
135|Fijian|fij|||135.00||
136|Filipino; Pilipino|fil|||136.00||
137|Finnish|fin|||137.00||
138|Finno-Ugrian languages|fiu|||138.00||
139|Fon|fon|||139.00||
140|French|fre|||140.00||
141|French, Middle (ca.1400-1600)|frm|||141.00||
142|French, Old (842-ca.1400)|fro|||142.00||
143|Friulian|fur|||143.00||
144|Fulah|ful|||144.00||
145|Ga|gaa|||145.00||
146|Gaelic; Scottish Gaelic|gla|||146.00||
147|Galibi Carib|car|||147.00||
148|Galician|glg|||148.00||
149|Ganda|lug|||149.00||
150|Gayo|gay|||150.00||
151|Gbaya|gba|||151.00||
152|Geez|gez|||152.00||
153|Georgian|geo|||153.00||
154|German|ger|||154.00||
155|German, Middle High (ca.1050-1500)|gmh|||155.00||
156|German, Old High (ca.750-1050)|goh|||156.00||
157|Germanic languages|gem|||157.00||
158|Gilbertese|gil|||158.00||
159|Gondi|gon|||159.00||
160|Gorontalo|gor|||160.00||
161|Gothic|got|||161.00||
162|Grebo|grb|||162.00||
163|Greek, Ancient (to 1453)|grc|||163.00||
164|Greek, Modern (1453-)|gre|||164.00||
165|Guarani|grn|||165.00||
166|Gujarati|guj|||166.00||
167|Gwich'in|gwi|||167.00||
168|Haida|hai|||168.00||
169|Haitian; Haitian Creole|hat|||169.00||
170|Hausa|hau|||170.00||
171|Hawaiian|haw|||171.00||
172|Hebrew|heb|||172.00||
173|Herero|her|||173.00||
174|Hiligaynon|hil|||174.00||
175|Himachali languages; Western Pahari languages|him|||175.00||
176|Hindi|hin|||176.00||
177|Hiri Motu|hmo|||177.00||
178|Hittite|hit|||178.00||
179|Hmong; Mong|hmn|||179.00||
180|Hungarian|hun|||180.00||
181|Hupa|hup|||181.00||
182|Iban|iba|||182.00||
183|Icelandic|ice|||183.00||
184|Ido|ido|||184.00||
185|Igbo|ibo|||185.00||
186|Ijo languages|ijo|||186.00||
187|Iloko|ilo|||187.00||
188|Inari Sami|smn|||188.00||
189|Indic languages|inc|||189.00||
190|Indo-European languages|ine|||190.00||
191|Indonesian|ind|||191.00||
192|Ingush|inh|||192.00||
193|Interlingua (International Auxiliary Language Association)|ina|||193.00||
194|Interlingue; Occidental|ile|||194.00||
195|Inuktitut|iku|||195.00||
196|Inupiaq|ipk|||196.00||
197|Iranian languages|ira|||197.00||
198|Irish|gle|||198.00||
199|Irish, Middle (900-1200)|mga|||199.00||
200|Irish, Old (to 900)|sga|||200.00||
201|Iroquoian languages|iro|||201.00||
202|Italian|ita|||202.00||
203|Japanese|jpn|||203.00||
204|Javanese|jav|||204.00||
205|Judeo-Arabic|jrb|||205.00||
206|Judeo-Persian|jpr|||206.00||
207|Kabardian|kbd|||207.00||
208|Kabyle|kab|||208.00||
209|Kachin; Jingpho|kac|||209.00||
210|Kalaallisut; Greenlandic|kal|||210.00||
211|Kalmyk; Oirat|xal|||211.00||
212|Kamba|kam|||212.00||
213|Kannada|kan|||213.00||
214|Kanuri|kau|||214.00||
215|Kara-Kalpak|kaa|||215.00||
216|Karachay-Balkar|krc|||216.00||
217|Karelian|krl|||217.00||
218|Karen languages|kar|||218.00||
219|Kashmiri|kas|||219.00||
220|Kashubian|csb|||220.00||
221|Kawi|kaw|||221.00||
222|Kazakh|kaz|||222.00||
223|Khasi|kha|||223.00||
224|Khoisan languages|khi|||224.00||
225|Khotanese; Sakan|kho|||225.00||
226|Kikuyu; Gikuyu|kik|||226.00||
227|Kimbundu|kmb|||227.00||
228|Kinyarwanda|kin|||228.00||
229|Kirghiz; Kyrgyz|kir|||229.00||
230|Klingon; tlhIngan-Hol|tlh|||230.00||
231|Komi|kom|||231.00||
232|Kongo|kon|||232.00||
233|Konkani|kok|||233.00||
234|Korean|kor|||234.00||
235|Kosraean|kos|||235.00||
236|Kpelle|kpe|||236.00||
237|Kru languages|kro|||237.00||
238|Kuanyama; Kwanyama|kua|||238.00||
239|Kumyk|kum|||239.00||
240|Kurdish|kur|||240.00||
241|Kurukh|kru|||241.00||
242|Kutenai|kut|||242.00||
243|Ladino|lad|||243.00||
244|Lahnda|lah|||244.00||
245|Lamba|lam|||245.00||
246|Land Dayak languages|day|||246.00||
247|Lao|lao|||247.00||
248|Latin|lat|||248.00||
249|Latvian|lav|||249.00||
250|Lezghian|lez|||250.00||
251|Limburgan; Limburger; Limburgish|lim|||251.00||
252|Lingala|lin|||252.00||
253|Lithuanian|lit|||253.00||
254|Lojban|jbo|||254.00||
255|Low German; Low Saxon; German, Low; Saxon, Low|nds|||255.00||
256|Lower Sorbian|dsb|||256.00||
257|Lozi|loz|||257.00||
258|Luba-Katanga|lub|||258.00||
259|Luba-Lulua|lua|||259.00||
260|Luiseno|lui|||260.00||
261|Lule Sami|smj|||261.00||
262|Lunda|lun|||262.00||
263|Luo (Kenya and Tanzania)|luo|||263.00||
264|Lushai|lus|||264.00||
265|Luxembourgish; Letzeburgesch|ltz|||265.00||
266|Macedonian|mac|||266.00||
267|Madurese|mad|||267.00||
268|Magahi|mag|||268.00||
269|Maithili|mai|||269.00||
270|Makasar|mak|||270.00||
271|Malagasy|mlg|||271.00||
272|Malay|may|||272.00||
273|Malayalam|mal|||273.00||
274|Maltese|mlt|||274.00||
275|Manchu|mnc|||275.00||
276|Mandar|mdr|||276.00||
277|Mandingo|man|||277.00||
278|Manipuri|mni|||278.00||
279|Manobo languages|mno|||279.00||
280|Manx|glv|||280.00||
281|Maori|mao|||281.00||
282|Mapudungun; Mapuche|arn|||282.00||
283|Marathi|mar|||283.00||
284|Mari|chm|||284.00||
285|Marshallese|mah|||285.00||
286|Marwari|mwr|||286.00||
287|Masai|mas|||287.00||
288|Mayan languages|myn|||288.00||
289|Mende|men|||289.00||
290|Mi'kmaq; Micmac|mic|||290.00||
291|Minangkabau|min|||291.00||
292|Mirandese|mwl|||292.00||
293|Mohawk|moh|||293.00||
294|Moksha|mdf|||294.00||
295|Mon-Khmer languages|mkh|||295.00||
296|Mongo|lol|||296.00||
297|Mongolian|mon|||297.00||
298|Montenegrin|cnr|||298.00||
299|Mossi|mos|||299.00||
300|Multiple languages|mul|||300.00||
301|Munda languages|mun|||301.00||
302|N'Ko|nqo|||302.00||
303|Nahuatl languages|nah|||303.00||
304|Nauru|nau|||304.00||
305|Navajo; Navaho|nav|||305.00||
306|Ndebele, North; North Ndebele|nde|||306.00||
307|Ndebele, South; South Ndebele|nbl|||307.00||
308|Ndonga|ndo|||308.00||
309|Neapolitan|nap|||309.00||
310|Nepal Bhasa; Newari|new|||310.00||
311|Nepali|nep|||311.00||
312|Nias|nia|||312.00||
313|Niger-Kordofanian languages|nic|||313.00||
314|Nilo-Saharan languages|ssa|||314.00||
315|Niuean|niu|||315.00||
316|No linguistic content; Not applicable|zxx|||316.00||
317|Nogai|nog|||317.00||
318|Norse, Old|non|||318.00||
319|North American Indian languages|nai|||319.00||
320|Northern Frisian|frr|||320.00||
321|Northern Sami|sme|||321.00||
322|Norwegian|nor|||322.00||
323|Norwegian Nynorsk; Nynorsk, Norwegian|nno|||323.00||
324|Nubian languages|nub|||324.00||
325|Nyamwezi|nym|||325.00||
326|Nyankole|nyn|||326.00||
327|Nyoro|nyo|||327.00||
328|Nzima|nzi|||328.00||
329|Occitan (post 1500)|oci|||329.00||
330|Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE)|arc|||330.00||
331|Ojibwa|oji|||331.00||
332|Oriya|ori|||332.00||
333|Oromo|orm|||333.00||
334|Osage|osa|||334.00||
335|Ossetian; Ossetic|oss|||335.00||
336|Otomian languages|oto|||336.00||
337|Pahlavi|pal|||337.00||
338|Palauan|pau|||338.00||
339|Pali|pli|||339.00||
340|Pampanga; Kapampangan|pam|||340.00||
341|Pangasinan|pag|||341.00||
342|Panjabi; Punjabi|pan|||342.00||
343|Papiamento|pap|||343.00||
344|Papuan languages|paa|||344.00||
345|Pedi; Sepedi; Northern Sotho|nso|||345.00||
346|Persian|per|||346.00||
347|Persian, Old (ca.600-400 B.C.)|peo|||347.00||
348|Philippine languages|phi|||348.00||
349|Phoenician|phn|||349.00||
350|Pohnpeian|pon|||350.00||
351|Polish|pol|||351.00||
352|Portuguese|por|||352.00||
353|Prakrit languages|pra|||353.00||
354|Provenáal, Old (to 1500); Occitan, Old (to 1500)|pro|||354.00||
355|Pushto; Pashto|pus|||355.00||
356|Quechua|que|||356.00||
357|Rajasthani|raj|||357.00||
358|Rapanui|rap|||358.00||
359|Rarotongan; Cook Islands Maori|rar|||359.00||
360|Romance languages|roa|||360.00||
361|Romanian; Moldavian; Moldovan|rum|||361.00||
362|Romansh|roh|||362.00||
363|Romany|rom|||363.00||
364|Rundi|run|||364.00||
365|Russian|rus|||365.00||
366|Salishan languages|sal|||366.00||
367|Samaritan Aramaic|sam|||367.00||
368|Sami languages|smi|||368.00||
369|Samoan|smo|||369.00||
370|Sandawe|sad|||370.00||
371|Sango|sag|||371.00||
372|Sanskrit|san|||372.00||
373|Santali|sat|||373.00||
374|Sardinian|srd|||374.00||
375|Sasak|sas|||375.00||
376|Scots|sco|||376.00||
377|Selkup|sel|||377.00||
378|Semitic languages|sem|||378.00||
379|Serbian|srp|||379.00||
380|Serer|srr|||380.00||
381|Shan|shn|||381.00||
382|Shona|sna|||382.00||
383|Sichuan Yi; Nuosu|iii|||383.00||
384|Sicilian|scn|||384.00||
385|Sidamo|sid|||385.00||
386|Sign Languages|sgn|||386.00||
387|Siksika|bla|||387.00||
388|Sindhi|snd|||388.00||
389|Sinhala; Sinhalese|sin|||389.00||
390|Sino-Tibetan languages|sit|||390.00||
391|Siouan languages|sio|||391.00||
392|Skolt Sami|sms|||392.00||
393|Slave (Athapascan)|den|||393.00||
394|Slavic languages|sla|||394.00||
395|Slovak|slo|||395.00||
396|Slovenian|slv|||396.00||
397|Sogdian|sog|||397.00||
398|Somali|som|||398.00||
399|Songhai languages|son|||399.00||
400|Soninke|snk|||400.00||
401|Sorbian languages|wen|||401.00||
402|Sotho, Southern|sot|||402.00||
403|South American Indian languages|sai|||403.00||
404|Southern Altai|alt|||404.00||
405|Southern Sami|sma|||405.00||
406|Spanish; Castilian|spa|||406.00||
407|Sranan Tongo|srn|||407.00||
408|Standard Moroccan Tamazight|zgh|||408.00||
409|Sukuma|suk|||409.00||
410|Sumerian|sux|||410.00||
411|Sundanese|sun|||411.00||
412|Susu|sus|||412.00||
413|Swahili|swa|||413.00||
414|Swati|ssw|||414.00||
415|Swedish|swe|||415.00||
416|Swiss German; Alemannic; Alsatian|gsw|||416.00||
417|Syriac|syr|||417.00||
418|Tagalog|tgl|||418.00||
419|Tahitian|tah|||419.00||
420|Tai languages|tai|||420.00||
421|Tajik|tgk|||421.00||
422|Tamashek|tmh|||422.00||
423|Tamil|tam|||423.00||
424|Tatar|tat|||424.00||
425|Telugu|tel|||425.00||
426|Tereno|ter|||426.00||
427|Tetum|tet|||427.00||
428|Thai|tha|||428.00||
429|Tibetan|tib|||429.00||
430|Tigre|tig|||430.00||
431|Tigrinya|tir|||431.00||
432|Timne|tem|||432.00||
433|Tiv|tiv|||433.00||
434|Tlingit|tli|||434.00||
435|Tok Pisin|tpi|||435.00||
436|Tokelau|tkl|||436.00||
437|Tonga (Nyasa)|tog|||437.00||
438|Tonga (Tonga Islands)|ton|||438.00||
439|Tsimshian|tsi|||439.00||
440|Tsonga|tso|||440.00||
441|Tswana|tsn|||441.00||
442|Tumbuka|tum|||442.00||
443|Tupi languages|tup|||443.00||
444|Turkish|tur|||444.00||
445|Turkish, Ottoman (1500-1928)|ota|||445.00||
446|Turkmen|tuk|||446.00||
447|Tuvalu|tvl|||447.00||
448|Tuvinian|tyv|||448.00||
449|Twi|twi|||449.00||
450|Udmurt|udm|||450.00||
451|Ugaritic|uga|||451.00||
452|Uighur; Uyghur|uig|||452.00||
453|Ukrainian|ukr|||453.00||
454|Umbundu|umb|||454.00||
455|Uncoded languages|mis|||455.00||
456|Undetermined|und|||456.00||
457|Upper Sorbian|hsb|||457.00||
458|Urdu|urd|||458.00||
459|Uzbek|uzb|||459.00||
460|Vai|vai|||460.00||
461|Venda|ven|||461.00||
462|Vietnamese|vie|||462.00||
463|VolapÅk|vol|||463.00||
464|Votic|vot|||464.00||
465|Wakashan languages|wak|||465.00||
466|Walloon|wln|||466.00||
467|Waray|war|||467.00||
468|Washo|was|||468.00||
469|Welsh|wel|||469.00||
470|Western Frisian|fry|||470.00||
471|Wolaitta; Wolaytta|wal|||471.00||
472|Wolof|wol|||472.00||
473|Xhosa|xho|||473.00||
474|Yakut|sah|||474.00||
475|Yao|yao|||475.00||
476|Yapese|yap|||476.00||
477|Yiddish|yid|||477.00||
478|Yoruba|yor|||478.00||
479|Yupik languages|ypk|||479.00||
480|Zande languages|znd|||480.00||
481|Zapotec|zap|||481.00||
482|Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki|zza|||482.00||
483|Zenaga|zen|||483.00||
484|Zhuang; Chuang|zha|||484.00||
485|Zulu|zul|||485.00||
486|Zuni|zun|||486.00||
