Id,AutobahnDomainId,AutobahnElementId,GlobalId,ModelName,ColumnName,Description,Version
fa8096ad-1664-4d73-ae48-68fe36737704,6d255e48-2117-43d5-9611-cfc8c9baabec,,000008,OrganizationPersonRole,ExitDate,,10
d605234a-8b19-4f27-8793-430a427d6bde,6d255e48-2117-43d5-9611-cfc8c9baabec,,000009,OrganizationDetail,Name,,10
3a16243f-2208-41c9-8817-9fc2d051b990,6d255e48-2117-43d5-9611-cfc8c9baabec,,000011,OrganizationFederalAccountability,RefAypStatusId,,10
4879b6d8-ce38-4c0c-aa67-c2016e9eb26e,6d255e48-2117-43d5-9611-cfc8c9baabec,,000011,RefAypStatus,,,10
38249254-896a-4291-91e3-5f3298561002,eec759ad-0993-445b-bf4a-897fea418edf,,000012,K12School,RefAdministrativeFundingControlId,,10
4cd66d7a-668f-4a63-9fe3-06bdc20421b5,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000012,PsInstitution,RefAdministrativeFundingControlId,,10
b6e3a199-6fbd-46e7-8f21-d737dca703c9,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000012,RefAdministrativeFundingControl,,,10
87aca4b7-e183-4573-9174-cca2f08c8083,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000013,CteCourse,CourseAlignedWithStandards,,10
b6e62b07-b739-481c-b40d-7905bada044a,eec759ad-0993-445b-bf4a-897fea418edf,,000013,K12Course,CourseAlignedWithStandards,,10
5fd5ba66-0ba7-4b55-9364-3c00d47fa13f,6d255e48-2117-43d5-9611-cfc8c9baabec,,000014,OrganizationFederalAccountability,AlternateAypApproachIndicator,,10
bed261e9-5af4-4856-b71b-a1432f9d963e,eec759ad-0993-445b-bf4a-897fea418edf,,000015,K12SchoolStatus,RefAlternativeSchoolFocusId,,10
f5f8464a-930f-447e-90c1-08be2b44877e,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000015,RefAlternativeSchoolFocus,,,10
3d0c7d93-db05-4a0e-a142-e5f66953ed97,6d255e48-2117-43d5-9611-cfc8c9baabec,,000017,RefOrganizationIndicator,,,10
49e0a174-2a7c-4b47-9ab4-99762b4fe0d2,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000018,PsStudentAcademicRecord,AdvancedPlacementCreditsAwarded,,10
372296da-c5be-488a-bf8c-3ed5d190152d,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000019,LocationAddress,ApartmentRoomOrSuiteNumber,,10
e5e6781e-d208-438f-8d81-da16b5f22cc5,6d255e48-2117-43d5-9611-cfc8c9baabec,,000019,PersonAddress,ApartmentRoomOrSuiteNumber,,10
d81629fb-3395-4d4b-905f-bcbf825abadd,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000021,Assessment,RefAcademicSubjectId,,10
2dabfd79-c995-4643-8467-bc8a3bd9000b,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000021,AssessmentSubtest,RefAcademicSubjectId,,10
63d4626b-c6ab-438e-ba43-25dc4aed3963,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000021,RefAcademicSubject,,,10
ed5f8c8a-a099-4fd8-a3ba-4d4e257db7b8,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000024,AssessmentForm,Name,,10
5b9cb38b-7557-4d5d-9c93-2177ddd26d05,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000025,AssessmentRegistration,RefAssessmentParticipationIndicatorId,,10
3f960845-4e5e-4de0-b61e-52c6f6cac2f6,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000025,RefAssessmentParticipationIndicator,,,10
266e0b0a-3d9a-4065-9364-ec0bd2433f89,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000026,Assessment,RefAssessmentPurposeId,,10
329969b4-35ea-4ff4-9494-e576e9bbbdc5,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000026,AssessmentRegistration,RefAssessmentPurposeId,,10
d0ec532f-121b-4327-89e4-826037b585eb,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000026,AssessmentSubtest,RefAssessmentPurposeId,,10
12d24e90-3172-4b66-a977-82ea02755fec,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000026,RefAssessmentPurpose,,,10
0df052a4-3a9e-4391-b7d7-a510b2471d8b,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000027,CourseSectionAssessmentReporting,RefCourseSectionAssessmentReportingMethodId,,10
753e056c-0bff-4490-87fa-b179631d2c0d,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000027,RefCourseSectionAssessmentReportingMethod,,,10
4d7934fb-a011-4413-99c4-339bb51ef692,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000028,Assessment,Title,,10
83e3573b-c495-4098-991c-e4c4ad5a015d,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000029,Assessment,RefAssessmentTypeId,,10
4cd98c90-3d89-4b70-93db-4d9ed946562b,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000029,RefAssessmentType,,,10
ebaf29bc-4429-4541-9418-7a3aa3c810ff,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000030,CourseSection,AvailableCarnegieUnitCredit,,10
e6c94291-ac14-42b6-8df2-bb8434c4cfcf,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000030,CteCourse,AvailableCarnegieUnitCredit,,10
7edb465f-cec6-48a8-bb5a-834a5c923eb9,eec759ad-0993-445b-bf4a-897fea418edf,,000030,K12Course,AvailableCarnegieUnitCredit,,10
6cf5affa-2589-4c55-bfba-40a48ca29ed6,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000031,ProgramParticipationSpecialEducation,AwaitingInitialIDEAEvaluationStatus,,10
f0149ba2-69d8-46bf-8806-73a4882160a5,6d255e48-2117-43d5-9611-cfc8c9baabec,,000032,StaffCompensation,StaffCompensationBaseSalary,,10
afce66d4-a990-448d-b4c4-6dd4a2bcd1b5,6d255e48-2117-43d5-9611-cfc8c9baabec,,000033,PersonDetail,Birthdate,,10
3a874aa1-5ba5-4a13-b1e2-ae7ef830ec99,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000035,PsStudentDemographic,RefCampusResidencyTypeId,,10
f9dd0e39-6705-461c-b7ba-289f89da88fe,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000035,RefCampusResidencyType,,,10
fbed697d-865b-4305-8728-6a4ed1a6f47d,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000036,ProgramParticipationCte,CteCompleter,,10
ead32d21-62e2-43a8-8f23-98984d2e3da6,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000037,ProgramParticipationCte,CteConcentrator,,10
6db36747-916d-4dd2-ad24-3d7666f68905,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000038,PsInstitution,RefCarnegieBasicClassificationId,,10
1ceb801c-0dbc-4899-b881-a1cfca6674a0,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000038,RefCarnegieBasicClassification,,,10
c5dbfd49-97c1-4772-a3f5-6aa54fccee91,eec759ad-0993-445b-bf4a-897fea418edf,,000039,K12Lea,CharterSchoolIndicator,,10
54ce946c-67a5-41d6-8177-51734a019698,eec759ad-0993-445b-bf4a-897fea418edf,,000039,K12School,CharterSchoolIndicator,,10
7d28a98a-5912-4d3a-a21c-dfd482b88c67,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000040,LocationAddress,City,,10
70c0290d-261b-4a9b-b19b-0d172d051d87,6d255e48-2117-43d5-9611-cfc8c9baabec,,000040,PersonAddress,City,,10
2a9972fe-5f04-4260-b00b-1316bccd9aec,eec759ad-0993-445b-bf4a-897fea418edf,,000041,K12StudentAcademicRecord,HighSchoolStudentClassRank,,10
8979db25-5501-4fa3-96ff-9b5ab02f5231,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000041,PsStudentApplication,HighSchoolStudentClassRank,,10
fc027a2e-ee92-4abb-91d6-80e25156c4ac,eec759ad-0993-445b-bf4a-897fea418edf,,000042,K12StudentAcademicRecord,ClassRankingDate,,10
abe2798a-0365-4664-9a45-78fe67efb0cf,0d123d7f-a575-4154-9168-8f557c8447da,,000043,CredentialDefinition,RefCipCodeId,,10
0720a3e5-8674-47a1-a8fe-811fd116502e,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000043,PsCourse,RefCipCodeId,,10
1bdcecc6-81f6-4495-ae83-3245ae9e3a48,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000043,PsProgram,RefCipCodeId,,10
ffc90d72-0b47-4b17-9949-95c0c86e7d13,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000043,PsSection,RefCipCodeId,,10
4eed436b-5ed6-4fc4-a90f-64ada4f3279d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000043,RefCipCode,,,10
051a0948-b87d-4cd7-8794-9478f16c657c,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000044,PSStudentProgram,RefCipUseId,,10
f61ff79b-1a40-40b2-8e64-efeb35fa7630,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000044,RefCipUse,,,10
195b429c-1611-487d-8678-76f84547cc29,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000045,PsProgram,RefCipVersionId,,10
cec271ac-76a1-46e7-9654-4bb4aab75d00,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000045,RefCipVersion,,,10
23dbcf05-3f56-45c0-b9ae-a49e7b76c419,eec759ad-0993-445b-bf4a-897fea418edf,,000046,K12StudentCohort,CohortYear,,10
d9e3931a-8913-4892-8aa9-2ab2e02b7425,eec759ad-0993-445b-bf4a-897fea418edf,,000047,K12StaffEmployment,ContractDaysOfServicePerYear,,10
3b024864-bcc5-4043-976d-61d14778cc4c,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000048,PsInstitution,RefControlOfInstitutionId,,10
0bfbc3a3-e0cf-4379-8a8c-28b9f3c8cb5d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000048,RefControlOfInstitution,,,10
21880e2a-340e-4c05-8fc2-e7c01f83d35e,eec759ad-0993-445b-bf4a-897fea418edf,,000049,K12SchoolCorrectiveAction,RefCorrectiveActionTypeId,,10
65a516ca-ae74-40df-9782-8b580c52fce9,eec759ad-0993-445b-bf4a-897fea418edf,,000049,RefCorrectiveActionType,,,10
c7362672-d641-40ff-a695-7c06d19c8965,6d255e48-2117-43d5-9611-cfc8c9baabec,,000050,PersonAddress,RefCountryId,,10
90426238-5f4f-4a9d-b7a4-415615df4fd4,6d255e48-2117-43d5-9611-cfc8c9baabec,,000050,RefCountry,,,10
ba7c887e-5e66-4a42-857c-4356ba3601ed,6d255e48-2117-43d5-9611-cfc8c9baabec,,000051,PersonBirthplace,RefCountryId,,10
0f3df648-b6c0-4c9b-a3d2-4a93337fd0d6,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000053,PsStudentSection,AcademicGrade,,10
6fdd1450-480d-4962-98ac-5506ae2e1697,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000054,CourseSection,OrganizationCalendarSessionId,,10
3dc6ff51-8788-4d43-ae06-17948390a924,6d255e48-2117-43d5-9611-cfc8c9baabec,,000054,OrganizationCalendarSession,BeginDate,,10
0c00634a-358f-44fb-b6f0-5fe43d762059,6d255e48-2117-43d5-9611-cfc8c9baabec,,000055,OrganizationIdentifier,Identifier,,10
e4ad056f-b129-4922-993c-89af8c06367f,6d255e48-2117-43d5-9611-cfc8c9baabec,,000055,OrganizationIdentifier,RefOrganizationIdentifierTypeId,,10
823e530c-03c1-4945-b50f-5a83e472fbad,6d255e48-2117-43d5-9611-cfc8c9baabec,,000055,RefOrganizationIdentificationSystem,,,10
8462ac11-2b30-4284-8673-a3afc1c4d430,6d255e48-2117-43d5-9611-cfc8c9baabec,,000056,OrganizationIdentifier,RefOrganizationIdentificationSystemId,,10
ad8a2266-c1ef-4ca1-81eb-430b02472b97,6d255e48-2117-43d5-9611-cfc8c9baabec,,000056,OrganizationIdentifier,RefOrganizationIdentifierTypeId,,10
a7f7eed3-93a2-4fe3-9a8c-42425b9f2c5f,6d255e48-2117-43d5-9611-cfc8c9baabec,,000056,RefOrganizationIdentificationSystem,,,10
ab3578f0-3763-452b-848c-d4c5036bc6d7,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000057,Course,RefCourseCreditUnitId,,10
1e71232b-a773-4d19-867a-57acaf85de43,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000057,ProfessionalDevelopmentActivity,RefCourseCreditUnitId,,10
b0b631bc-5e61-46a9-8ddc-03f7197f5a31,6d255e48-2117-43d5-9611-cfc8c9baabec,,000057,RefCourseCreditUnit,,,10
90a7b3fe-37d1-40f3-9f3d-13869b6600bd,6d255e48-2117-43d5-9611-cfc8c9baabec,,000057,StaffProfessionalDevelopmentActivity,RefCourseCreditUnitId,,10
d6edb0da-9e73-44fb-99a2-b8db24ffe411,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000058,Course,CreditValue,,10
ceedc9de-dccf-4810-9fc9-7858c3742262,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000059,CourseSection,OrganizationCalendarSessionId,,10
2125573d-cc0a-4419-b72d-b13c4a36305f,6d255e48-2117-43d5-9611-cfc8c9baabec,,000059,OrganizationCalendarSession,EndDate,,10
ac30679c-0ea5-4df0-adfa-5f97fa42a694,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000060,CteCourse,RefCourseGpaApplicabilityId,,10
5ece66f0-2b87-4347-a7f2-d56a4dc6b730,eec759ad-0993-445b-bf4a-897fea418edf,,000060,K12Course,RefCourseGpaApplicabilityId,,10
d35c2797-f905-4f83-b0b4-cd8feb40d902,eec759ad-0993-445b-bf4a-897fea418edf,,000060,K12StudentCourseSection,RefCourseGpaApplicabilityId,,10
62533881-d8ce-4d0b-85f0-b27af7095812,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000060,PsSection,RefCourseGpaApplicabilityId,,10
b4d08942-c172-43de-9f34-105f56a0605d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000060,RefCourseGpaApplicability,,,10
7c8777c9-3d28-4913-b41e-18d5e25e5801,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000061,Course,RefCourseLevelCharacteristicsId,,10
b4c905d7-adb8-494c-99ac-74f7dfa5f75d,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000061,RefCourseLevelCharacteristic,,,10
7559002a-051e-41e2-8850-7f860fd0a340,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000063,PsStudentSection,CourseOverrideSchool,,10
6d068b80-4e57-4848-9988-a9cccf059332,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000064,PsStudentSection,QualityPointsEarned,,10
94d763db-1950-4ead-b6c3-e6d693491980,eec759ad-0993-445b-bf4a-897fea418edf,,000065,K12StudentCourseSection,RefCourseRepeatCodeId,,10
f83ee9ed-a737-4153-96c2-b9076e16a7b6,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000065,PsStudentSection,RefCourseRepeatCodeId,,10
f3eaaf0b-4d95-425b-9589-17b2e024bdc1,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000065,RefCourseRepeatCode,,,10
b2f12d52-9566-4ce8-8c45-2defbebdf113,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000066,Course,SubjectAbbreviation,,10
c81be8d5-a826-4d51-a1cb-8ac912153d94,6d255e48-2117-43d5-9611-cfc8c9baabec,,000067,OrganizationDetail,Name,,10
0a18c4b3-7a1a-4b56-b730-8a3bcbdc57e0,6d255e48-2117-43d5-9611-cfc8c9baabec,,000068,OrganizationDetail,Name,,10
bfbbe251-3e89-47bc-8ec5-ed3c0b1d34f0,6d255e48-2117-43d5-9611-cfc8c9baabec,,000069,PersonCredential,ExpirationDate,,10
4263e648-4a4b-4de0-b4e9-d8d957da02ba,6d255e48-2117-43d5-9611-cfc8c9baabec,,000070,PersonCredential,IssuanceDate,,10
c1cd2024-5392-42e6-8c59-134a4cf16dbb,6d255e48-2117-43d5-9611-cfc8c9baabec,,000071,PersonCredential,RefCredentialTypeId,,10
27cd5ca7-8b72-4746-85ab-3943ca86f752,6d255e48-2117-43d5-9611-cfc8c9baabec,,000071,RefCredentialType,,,10
08ca9e31-3688-4ad8-a234-91441c42d173,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000072,CteCourse,RefCreditTypeEarnedId,,10
4233784f-e17f-4335-8905-526b737271fd,eec759ad-0993-445b-bf4a-897fea418edf,,000072,K12StudentCourseSection,RefCreditTypeEarnedId,,10
a5515a38-148b-46ad-8a02-e43c6289d13b,eec759ad-0993-445b-bf4a-897fea418edf,,000072,RefCreditTypeEarned,,,10
532ce742-f50f-46c6-b196-685d45aa66c0,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000073,CteStudentAcademicRecord,CreditsAttemptedCumulative,,10
82de8a0c-88b5-4b49-8439-cc471e4e61f9,eec759ad-0993-445b-bf4a-897fea418edf,,000073,K12StudentAcademicRecord,CreditsAttemptedCumulative,,10
f0910223-8870-4763-8d1f-56ab5cc76e9b,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000073,PsStudentAcademicRecord,CreditsAttemptedCumulative,,10
7c1f69a7-7e23-4d65-a6a5-6ce75401da4b,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000074,CteStudentAcademicRecord,CreditsEarnedCumulative,,10
cce51d65-4ddd-43b6-a98c-d226a7421d3c,eec759ad-0993-445b-bf4a-897fea418edf,,000074,K12StudentAcademicRecord,CreditsEarnedCumulative,,10
2827ba1b-1933-4f21-beee-ebcfec8384f5,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000074,PsStudentAcademicRecord,CreditsEarnedCumulative,,10
171a415b-d960-4964-b737-41ae8a40d64b,6d255e48-2117-43d5-9611-cfc8c9baabec,,000075,OrganizationFederalAccountability,RefCteGraduationRateInclusionId,,10
86e3f240-f2c7-4af2-bc46-19fc1e77eb2d,6d255e48-2117-43d5-9611-cfc8c9baabec,,000075,RefCteGraduationRateInclusion,,,10
9d95d3ec-3c0f-4e65-a229-dd5956a0d0ce,6d255e48-2117-43d5-9611-cfc8c9baabec,,000076,RefAttendanceStatus,,,10
4d910646-ca2e-4b95-a37e-e1475b010f12,6d255e48-2117-43d5-9611-cfc8c9baabec,,000076,RoleAttendanceEvent,RefAttendanceStatusId,,10
cff5ffc1-6451-440c-b818-8d36e44cdc0d,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000077,PsStudentSection,DegreeApplicability,,10
b6332607-c40a-4c14-b0ea-210aac7f9f4f,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000078,PsStudentEnrollment,DegreeOrCertificateSeekingStudent,,10
b0d7ee1d-ce46-4280-9e79-f0c983c25a3c,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000079,PsStudentDemographic,RefDependencyStatusId,,10
df9cfab9-25d4-48d3-9d57-2314dcc33fc8,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000079,RefDependencyStatus,,,10
9ac0b156-8c64-4521-948e-4cc1611a3a74,eec759ad-0993-445b-bf4a-897fea418edf,,000080,K12LeaFederalReporting,DesegregationOrderOrPlan,,10
783b1421-9e42-44aa-90c1-30ce9afa122e,bdf0e0d6-d628-44b9-882d-ccb92de9ae46,,000081,AeStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10
cb587d20-44de-4a37-8bf2-35d1e067d5ff,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000081,CteStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10
aad1cb6b-7641-4028-9dcb-a99f676a8cbf,eec759ad-0993-445b-bf4a-897fea418edf,,000081,K12StudentAcademicRecord,DiplomaOrCredentialAwardDate,,10
4053bd62-8c07-4f6e-bcd5-88a41f590ecc,6d255e48-2117-43d5-9611-cfc8c9baabec,,000081,PersonDegreeOrCertificate,AwardDate,,10
09d89157-224a-4285-898d-16fdffec5e03,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000081,PsStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10
d6225c21-4954-44f4-9909-d63943ff539a,6d255e48-2117-43d5-9611-cfc8c9baabec,,000081,StaffCredential,DiplomaOrCredentialAwardDate,,10
5d29f911-787b-4e5f-9fc3-2cd8404cf287,89bd4d6a-e227-4dd6-99f3-f018f8941a3d,,000081,WorkforceProgramParticipation,DiplomaOrCredentialAwardDate,,10
2043f47e-3013-48dd-a3e6-ccdd755d464a,eec759ad-0993-445b-bf4a-897fea418edf,,000082,K12StudentDiscipline,DisciplinaryActionEndDate,,10
fb8cc226-f2df-49ba-a9ff-4493604e6306,eec759ad-0993-445b-bf4a-897fea418edf,,000083,K12StudentDiscipline,DisciplinaryActionStartDate,,10
2c40dbb6-7842-45b9-949a-3cc9a94d4e95,bdf0e0d6-d628-44b9-882d-ccb92de9ae46,,000084,ProgramParticipationAE,DisplacedHomemakerIndicator,,10
e4f3395d-cd4f-4430-84c0-5eaacea8b817,ddf12dc7-761e-44ae-8fe5-9265bd728466,,000084,ProgramParticipationCte,DisplacedHomemakerIndicator,,10
e0dbfd84-ce3c-4a82-a57f-da48df11d142,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000085,PsStudentAcademicRecord,DualCreditDualEnrollmentCredits,,10
d9ab2bcb-f16f-4106-afaa-e9827c36a061,6d255e48-2117-43d5-9611-cfc8c9baabec,,000086,PersonStatus,RefPersonStatusTypeId,,10
f3b48a18-1da8-4696-b603-361c0199c595,6d255e48-2117-43d5-9611-cfc8c9baabec,,000086,RefPersonStatusType,,,10
4ab72355-a525-4df6-9ca4-1b6ebc3bdb0d,eec759ad-0993-445b-bf4a-897fea418edf,,000087,K12StaffAssignment,RefK12StaffClassificationId,,10
3e9f05c9-6acf-488f-844d-7615a64e9ab5,eec759ad-0993-445b-bf4a-897fea418edf,,000087,K12StaffEmployment,RefK12StaffClassificationId,,10
0b12d27a-dff2-4835-bad7-60f9142c5f2b,eec759ad-0993-445b-bf4a-897fea418edf,,000087,RefK12StaffClassification,,,10
9c4785e3-bf66-4e59-b236-51a79086b709,6d255e48-2117-43d5-9611-cfc8c9baabec,,000088,OrganizationEmail,ElectronicMailAddress,,10
684457e8-c010-4376-a68e-f07102f52b8b,6d255e48-2117-43d5-9611-cfc8c9baabec,,000088,PersonEmailAddress,EmailAddress,,10
d822bb90-6de8-4c30-8006-080fef269b73,6d255e48-2117-43d5-9611-cfc8c9baabec,,000089,OrganizationEmail,RefEmailTypeId,,10
557991c6-0464-4f46-a036-98d6ef568ee4,6d255e48-2117-43d5-9611-cfc8c9baabec,,000089,PersonEmailAddress,RefEmailTypeId,,10
66955b2a-7952-4179-b951-298eadacf211,6d255e48-2117-43d5-9611-cfc8c9baabec,,000089,RefEmailType,,,10
8a32dc51-2451-48a8-98c4-49554f25f3c3,6d255e48-2117-43d5-9611-cfc8c9baabec,,000091,OrganizationFederalAccountability,RefElementaryMiddleAdditionalId,,10
c68c9a21-ebe4-4c06-a262-50c79200db85,6d255e48-2117-43d5-9611-cfc8c9baabec,,000091,RefElementaryMiddleAdditional,,,10
0c601172-9b75-4361-9821-5865d8d06b1e,eec759ad-0993-445b-bf4a-897fea418edf,,000092,K12StudentEnrollment,RefFoodServiceEligibilityId,,10
2dafb607-0a77-4df1-9e6f-c267badece36,eec759ad-0993-445b-bf4a-897fea418edf,,000092,RefFoodServiceEligibility,,,10
9b8d9b49-58c3-46a1-a749-93f620cd0dc2,eec759ad-0993-445b-bf4a-897fea418edf,,000093,K12StudentEnrollment,RefEndOfTermStatusId,,10
c9c6ecb1-2108-4697-8527-f74194415e9d,eec759ad-0993-445b-bf4a-897fea418edf,,000093,RefEndOfTermStatus,,,10
89e8b6ea-5c76-49a9-9af8-518f00769947,eec759ad-0993-445b-bf4a-897fea418edf,,000094,K12StudentEnrollment,RefEnrollmentStatusId,,10
1f624ae7-b61f-48fc-a261-f3a07f8044b3,eec759ad-0993-445b-bf4a-897fea418edf,,000094,RefEnrollmentStatus,,,10
3045f9c5-3c44-4ac6-86b6-d279c831aa29,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000094,RefRoleStatus,,,10
3eb38d40-9d9a-466b-9112-1ee8caa0223d,6d255e48-2117-43d5-9611-cfc8c9baabec,,000094,RoleStatus,RefRoleStatusId,,10
46854fa8-be18-49f5-8599-3490655f9d18,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000095,PsStudentEnrollment,RefPsEnrollmentTypeId,,10
a7d067a3-d7b2-408a-bcda-37545f130a4c,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000095,RefPsEnrollmentType,,,10
4d4744be-1e3e-4ff5-810b-47661e8fef8b,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000096,PsStudentEnrollment,RefPsEnrollmentStatusId,,10
0c422cdb-dbcf-43bb-a191-1226ccc3ed52,839bef77-95c2-4db8-ac2a-3a83d0aaa1a7,,000096,RefPsEnrollmentStatus,,,10
926559ae-3074-4b24-bcf6-e865ffdfae22,c3f2eba2-9b12-4e33-87da-034590d0ff97,,000096,RefRoleStatus,,,10
d7b0dbd7-cde8-41bb-8346-a0c16abe06a9,6d255e48-2117-43d5-9611-cfc8c9baabec,,000096,RoleStatus,RefRoleStatusId,,10
6290ffdb-8d1e-412e-a498-191d9c9ba6e4,6d255e48-2117-43d5-9611-cfc8c9baabec,,000097,OrganizationPersonRole,EntryDate,,10
